   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.2578797e-04   5.1292102e-04   4.7557969e-04   4.1741919e-04   3.4413269e-04   2.6289399e-04   1.8165528e-04   1.0836878e-04   5.0208283e-05   1.2866947e-05   1.9713891e-36   1.2866947e-05   5.0208283e-05   1.0836878e-04   1.8165528e-04   2.6289399e-04   3.4413269e-04   4.1741919e-04   4.7557969e-04   5.1292102e-04   5.2578797e-04   5.1292102e-04   4.7557969e-04   4.1741919e-04   3.4413269e-04   2.6289399e-04   1.8165528e-04   1.0836878e-04   5.0208283e-05   1.2866947e-05   1.7742502e-35   1.2866947e-05   5.0208283e-05   1.0836878e-04   1.8165528e-04   2.6289399e-04   3.4413269e-04   4.1741919e-04   4.7557969e-04   5.1292102e-04   5.2578797e-04
   1.2454332e-03   1.2149553e-03   1.1265049e-03   9.8874024e-04   8.1514661e-04   6.2271660e-04   4.3028659e-04   2.5669297e-04   1.1892829e-04   3.0477920e-05   4.6696266e-36   3.0477920e-05   1.1892829e-04   2.5669297e-04   4.3028659e-04   6.2271660e-04   8.1514661e-04   9.8874024e-04   1.1265049e-03   1.2149553e-03   1.2454332e-03   1.2149553e-03   1.1265049e-03   9.8874024e-04   8.1514661e-04   6.2271660e-04   4.3028659e-04   2.5669297e-04   1.1892829e-04   3.0477920e-05   4.2026639e-35   3.0477920e-05   1.1892829e-04   2.5669297e-04   4.3028659e-04   6.2271660e-04   8.1514661e-04   9.8874024e-04   1.1265049e-03   1.2149553e-03   1.2454332e-03
   1.6263842e-03   1.5865838e-03   1.4710783e-03   1.2911744e-03   1.0644823e-03   8.1319210e-04   5.6190192e-04   3.3520978e-04   1.5530587e-04   3.9800455e-05   6.0979641e-36   3.9800455e-05   1.5530587e-04   3.3520978e-04   5.6190192e-04   8.1319210e-04   1.0644823e-03   1.2911744e-03   1.4710783e-03   1.5865838e-03   1.6263842e-03   1.5865838e-03   1.4710783e-03   1.2911744e-03   1.0644823e-03   8.1319210e-04   5.6190192e-04   3.3520978e-04   1.5530587e-04   3.9800455e-05   5.4881677e-35   3.9800455e-05   1.5530587e-04   3.3520978e-04   5.6190192e-04   8.1319210e-04   1.0644823e-03   1.2911744e-03   1.4710783e-03   1.5865838e-03   1.6263842e-03
   1.6369324e-03   1.5968738e-03   1.4806193e-03   1.2995486e-03   1.0713862e-03   8.1846621e-04   5.6554624e-04   3.3738384e-04   1.5631314e-04   4.0058588e-05   6.1375135e-36   4.0058588e-05   1.5631314e-04   3.3738384e-04   5.6554624e-04   8.1846621e-04   1.0713862e-03   1.2995486e-03   1.4806193e-03   1.5968738e-03   1.6369324e-03   1.5968738e-03   1.4806193e-03   1.2995486e-03   1.0713862e-03   8.1846621e-04   5.6554624e-04   3.3738384e-04   1.5631314e-04   4.0058588e-05   5.5237622e-35   4.0058588e-05   1.5631314e-04   3.3738384e-04   5.6554624e-04   8.1846621e-04   1.0713862e-03   1.2995486e-03   1.4806193e-03   1.5968738e-03   1.6369324e-03
   1.4031434e-03   1.3688060e-03   1.2691551e-03   1.1139452e-03   9.1836927e-04   7.0157170e-04   4.8477412e-04   2.8919820e-04   1.3398827e-04   3.4337363e-05   5.2609451e-36   3.4337363e-05   1.3398827e-04   2.8919820e-04   4.8477412e-04   7.0157170e-04   9.1836927e-04   1.1139452e-03   1.2691551e-03   1.3688060e-03   1.4031434e-03   1.3688060e-03   1.2691551e-03   1.1139452e-03   9.1836927e-04   7.0157170e-04   4.8477412e-04   2.8919820e-04   1.3398827e-04   3.4337363e-05   4.7348506e-35   3.4337363e-05   1.3398827e-04   2.8919820e-04   4.8477412e-04   7.0157170e-04   9.1836927e-04   1.1139452e-03   1.2691551e-03   1.3688060e-03   1.4031434e-03
   1.0636681e-03   1.0376383e-03   9.6209685e-04   8.4443827e-04   6.9617982e-04   5.3183406e-04   3.6748830e-04   2.1922984e-04   1.0157127e-04   2.6029811e-05   3.9881166e-36   2.6029811e-05   1.0157127e-04   2.1922984e-04   3.6748830e-04   5.3183406e-04   6.9617982e-04   8.4443827e-04   9.6209685e-04   1.0376383e-03   1.0636681e-03   1.0376383e-03   9.6209685e-04   8.4443827e-04   6.9617982e-04   5.3183406e-04   3.6748830e-04   2.1922984e-04   1.0157127e-04   2.6029811e-05   3.5893050e-35   2.6029811e-05   1.0157127e-04   2.1922984e-04   3.6748830e-04   5.3183406e-04   6.9617982e-04   8.4443827e-04   9.6209685e-04   1.0376383e-03   1.0636681e-03
   7.2039784e-04   7.0276845e-04   6.5160596e-04   5.7191853e-04   4.7150651e-04   3.6019892e-04   2.4889133e-04   1.4847931e-04   6.8791872e-05   1.7629390e-05   2.7010593e-36   1.7629390e-05   6.8791872e-05   1.4847931e-04   2.4889133e-04   3.6019892e-04   4.7150651e-04   5.7191853e-04   6.5160596e-04   7.0276845e-04   7.2039784e-04   7.0276845e-04   6.5160596e-04   5.7191853e-04   4.7150651e-04   3.6019892e-04   2.4889133e-04   1.4847931e-04   6.8791872e-05   1.7629390e-05   2.4309533e-35   1.7629390e-05   6.8791872e-05   1.4847931e-04   2.4889133e-04   3.6019892e-04   4.7150651e-04   5.7191853e-04   6.5160596e-04   7.0276845e-04   7.2039784e-04
   4.3149070e-04   4.2093137e-04   3.9028701e-04   3.4255729e-04   2.8241433e-04   2.1574535e-04   1.4907637e-04   8.8933415e-05   4.1203695e-05   1.0559329e-05   1.6178310e-36   1.0559329e-05   4.1203695e-05   8.8933415e-05   1.4907637e-04   2.1574535e-04   2.8241433e-04   3.4255729e-04   3.9028701e-04   4.2093137e-04   4.3149070e-04   4.2093137e-04   3.9028701e-04   3.4255729e-04   2.8241433e-04   2.1574535e-04   1.4907637e-04   8.8933415e-05   4.1203695e-05   1.0559329e-05   1.4560479e-35   1.0559329e-05   4.1203695e-05   8.8933415e-05   1.4907637e-04   2.1574535e-04   2.8241433e-04   3.4255729e-04   3.9028701e-04   4.2093137e-04   4.3149070e-04
   2.2010717e-04   2.1472076e-04   1.9908880e-04   1.7474146e-04   1.4406201e-04   1.1005358e-04   7.6045156e-05   4.5365710e-05   2.1018364e-05   5.3864058e-06   8.2526969e-37   5.3864058e-06   2.1018364e-05   4.5365710e-05   7.6045156e-05   1.1005358e-04   1.4406201e-04   1.7474146e-04   1.9908880e-04   2.1472076e-04   2.2010717e-04   2.1472076e-04   1.9908880e-04   1.7474146e-04   1.4406201e-04   1.1005358e-04   7.6045156e-05   4.5365710e-05   2.1018364e-05   5.3864058e-06   7.4274273e-36   5.3864058e-06   2.1018364e-05   4.5365710e-05   7.6045156e-05   1.1005358e-04   1.4406201e-04   1.7474146e-04   1.9908880e-04   2.1472076e-04   2.2010717e-04
