   0.0000000e+00   1.0000000e+00
   2.5000000e-02   9.6239246e-01
   5.0000000e-02   9.2940847e-01
   7.5000000e-02   9.0080195e-01
   1.0000000e-01   8.7632154e-01
   1.2500000e-01   8.5571126e-01
   1.5000000e-01   8.3871180e-01
   1.7500000e-01   8.2506032e-01
   2.0000000e-01   8.1449069e-01
   2.2500000e-01   8.0673420e-01
   2.5000000e-01   8.0152109e-01
   2.7500000e-01   7.9858092e-01
   3.0000000e-01   7.9764310e-01
   3.2500000e-01   7.9843772e-01
   3.5000000e-01   8.0069723e-01
   3.7500000e-01   8.0415732e-01
   4.0000000e-01   8.0855763e-01
   4.2500000e-01   8.1364262e-01
   4.5000000e-01   8.1916319e-01
   4.7500000e-01   8.2487783e-01
   5.0000000e-01   8.3055335e-01
   5.2500000e-01   8.3596563e-01
   5.5000000e-01   8.4090101e-01
   5.7500000e-01   8.4515738e-01
   6.0000000e-01   8.4854481e-01
   6.2500000e-01   8.5088614e-01
   6.5000000e-01   8.5201790e-01
   6.7500000e-01   8.5179115e-01
   7.0000000e-01   8.5007201e-01
   7.2500000e-01   8.4674194e-01
   7.5000000e-01   8.4169812e-01
   7.7500000e-01   8.3485397e-01
   8.0000000e-01   8.2613944e-01
   8.2500000e-01   8.1550100e-01
   8.5000000e-01   8.0290146e-01
   8.7500000e-01   7.8832005e-01
   9.0000000e-01   7.7175249e-01
   9.2500000e-01   7.5321059e-01
   9.5000000e-01   7.3272161e-01
   9.7500000e-01   7.1032785e-01
   1.0000000e+00   6.8608634e-01
