   1.0000000e+00   1.0000000e+00
   9.8400000e-01   9.8438667e-01
   9.6877820e-01   9.6953642e-01
   9.5431887e-01   9.5543378e-01
   9.4060619e-01   9.4206314e-01
   9.2762418e-01   9.2940878e-01
   9.1535675e-01   9.1745482e-01
   9.0378770e-01   9.0618525e-01
   8.9290071e-01   8.9558395e-01
   8.8267934e-01   8.8563473e-01
   8.7310704e-01   8.7632126e-01
   8.6416717e-01   8.6762715e-01
   8.5584298e-01   8.5953586e-01
   8.4811763e-01   8.5203075e-01
   8.4097418e-01   8.4509508e-01
   8.3439562e-01   8.3871199e-01
   8.2836485e-01   8.3286453e-01
   8.2286470e-01   8.2753571e-01
   8.1787792e-01   8.2270851e-01
   8.1338722e-01   8.1836582e-01
   8.0937524e-01   8.1449050e-01
   8.0582457e-01   8.1106535e-01
   8.0271777e-01   8.0807314e-01
   8.0003738e-01   8.0549660e-01
   7.9776587e-01   8.0331840e-01
   7.9588575e-01   8.0152121e-01
   7.9437947e-01   8.0008762e-01
   7.9322953e-01   7.9900030e-01
   7.9241840e-01   7.9824196e-01
   7.9192860e-01   7.9779528e-01
   7.9174266e-01   7.9764300e-01
   7.9184314e-01   7.9776791e-01
   7.9221269e-01   7.9815286e-01
   7.9283399e-01   7.9878075e-01
   7.9368978e-01   7.9963455e-01
   7.9476291e-01   8.0069728e-01
   7.9603631e-01   8.0195200e-01
   7.9749300e-01   8.0338198e-01
   7.9911613e-01   8.0497057e-01
   8.0088898e-01   8.0670124e-01
   8.0279494e-01   8.0855761e-01
   8.0481758e-01   8.1052345e-01
   8.0694059e-01   8.1258272e-01
   8.0914787e-01   8.1471954e-01
   8.1142347e-01   8.1691821e-01
   8.1375164e-01   8.1916318e-01
   8.1611685e-01   8.2143908e-01
   8.1850375e-01   8.2373081e-01
   8.2089725e-01   8.2602352e-01
   8.2328246e-01   8.2830251e-01
   8.2564476e-01   8.3055338e-01
   8.2796977e-01   8.3276200e-01
   8.3024338e-01   8.3491452e-01
   8.3245177e-01   8.3699734e-01
   8.3458138e-01   8.3899716e-01
   8.3661895e-01   8.4090095e-01
   8.3855154e-01   8.4269596e-01
   8.4036650e-01   8.4436978e-01
   8.4205152e-01   8.4591034e-01
   8.4359460e-01   8.4730585e-01
   8.4498410e-01   8.4854488e-01
   8.4620869e-01   8.4961635e-01
   8.4725744e-01   8.5050955e-01
   8.4811973e-01   8.5121412e-01
   8.4878535e-01   8.5172009e-01
   8.4924443e-01   8.5201780e-01
   8.4948749e-01   8.5209800e-01
   8.4950545e-01   8.5195182e-01
   8.4928960e-01   8.5157079e-01
   8.4883162e-01   8.5094678e-01
   8.4812363e-01   8.5007211e-01
   8.4715811e-01   8.4893947e-01
   8.4592796e-01   8.4754200e-01
   8.4442652e-01   8.4587323e-01
   8.4264750e-01   8.4392712e-01
   8.4058507e-01   8.4169801e-01
   8.3823380e-01   8.3918070e-01
   8.3558868e-01   8.3637037e-01
   8.3264513e-01   8.3326265e-01
   8.2939901e-01   8.2985356e-01
   8.2584658e-01   8.2613954e-01
   8.2198455e-01   8.2211749e-01
   8.1781005e-01   8.1778469e-01
   8.1332063e-01   8.1313889e-01
   8.0851428e-01   8.0817825e-01
   8.0338940e-01   8.0290135e-01
   7.9794482e-01   7.9730720e-01
   7.9217980e-01   7.9139522e-01
   7.8609402e-01   7.8516523e-01
   7.7968755e-01   7.7861747e-01
   7.7296091e-01   7.7175257e-01
   7.6591500e-01   7.6457159e-01
   7.5855115e-01   7.5707595e-01
   7.5087107e-01   7.4926750e-01
   7.4287689e-01   7.4114848e-01
   7.3457110e-01   7.3272152e-01
   7.2595661e-01   7.2398968e-01
   7.1703668e-01   7.1495633e-01
   7.0781496e-01   7.0562519e-01
   6.9829547e-01   6.9600038e-01
   6.8848257e-01   6.8608634e-01
